user_id,name,email,signup_date,plan,country,company_size,status,mrr
USR0043,User 43,user43@company.com,2024-02-14,Starter,United States,11-50,Active,29
USR0044,User 44,user44@company.com,2024-04-09,Starter,Canada,1-10,Active,29
USR0045,User 45,user45@company.com,2024-05-25,Growth,United Kingdom,1-10,Active,79
USR0046,User 46,user46@company.com,2024-05-27,Starter,Canada,201-500,Active,29
USR0047,User 47,user47@company.com,2024-02-20,Starter,Canada,51-200,Active,29
USR0048,User 48,user48@company.com,2024-06-14,Starter,United States,51-200,Active,29
USR0049,User 49,user49@company.com,2024-02-18,Starter,United Kingdom,11-50,Active,29
USR0050,User 50,user50@company.com,2024-02-27,Enterprise,United States,11-50,Active,199
USR0051,User 51,user51@company.com,2024-04-24,Starter,Canada,1-10,Active,29
USR0052,User 52,user52@company.com,2024-05-30,Growth,United States,1-10,Active,79
USR0053,User 53,user53@company.com,2024-03-16,Growth,United Kingdom,11-50,Active,79
USR0054,User 54,user54@company.com,2024-04-12,Enterprise,Canada,51-200,Churned,0
USR0055,User 55,user55@company.com,2024-05-18,Starter,United States,1-10,Active,29
USR0056,User 56,user56@company.com,2024-04-09,Enterprise,Canada,1-10,Active,199
USR0057,User 57,user57@company.com,2024-06-01,Starter,United Kingdom,11-50,Active,29
USR0058,User 58,user58@company.com,2024-05-25,Trial,United States,500+,Active,0
USR0059,User 59,user59@company.com,2024-06-17,Starter,United States,11-50,Churned,0
USR0060,User 60,user60@company.com,2024-02-01,Starter,United States,11-50,Churned,0
USR0061,User 61,user61@company.com,2024-03-16,Starter,Germany,51-200,Churned,0
USR0062,User 62,user62@company.com,2024-02-05,Trial,United States,11-50,Active,0
USR0063,User 63,user63@company.com,2024-05-10,Growth,Canada,11-50,Active,79
USR0064,User 64,user64@company.com,2024-05-03,Trial,Germany,1-10,Churned,0
USR0065,User 65,user65@company.com,2024-01-15,Growth,United States,11-50,Active,79
USR0066,User 66,user66@company.com,2024-02-19,Starter,United Kingdom,201-500,Active,29
USR0067,User 67,user67@company.com,2024-01-09,Growth,Australia,51-200,Churned,0
USR0068,User 68,user68@company.com,2024-02-15,Growth,United States,201-500,Churned,0
USR0069,User 69,user69@company.com,2024-01-14,Growth,United Kingdom,11-50,Active,79
USR0070,User 70,user70@company.com,2024-04-25,Growth,United States,11-50,Active,79
USR0071,User 71,user71@company.com,2024-04-24,Growth,United Kingdom,1-10,Active,79
USR0072,User 72,user72@company.com,2024-02-13,Growth,United States,51-200,Converted,79
USR0073,User 73,user73@company.com,2024-03-21,Growth,United Kingdom,51-200,Active,79
USR0074,User 74,user74@company.com,2024-02-28,Enterprise,United States,500+,Active,199
USR0075,User 75,user75@company.com,2024-03-04,Growth,Germany,11-50,Active,79
USR0076,User 76,user76@company.com,2024-01-24,Enterprise,Canada,11-50,Active,199
USR0077,User 77,user77@company.com,2024-06-03,Starter,United States,1-10,Churned,0
USR0078,User 78,user78@company.com,2024-01-30,Growth,United Kingdom,1-10,Active,79
USR0079,User 79,user79@company.com,2024-04-12,Starter,United States,51-200,Active,29
USR0080,User 80,user80@company.com,2024-01-13,Trial,Australia,11-50,Churned,0
USR0081,User 81,user81@company.com,2024-05-23,Starter,United States,201-500,Active,29
USR0082,User 82,user82@company.com,2024-05-19,Trial,United Kingdom,1-10,Churned,0
USR0083,User 83,user83@company.com,2024-04-04,Starter,United States,1-10,Churned,0
USR0084,User 84,user84@company.com,2024-05-23,Enterprise,Australia,1-10,Active,199
USR0085,User 85,user85@company.com,2024-06-26,Starter,United States,1-10,Churned,0
USR0086,User 86,user86@company.com,2024-03-09,Starter,Canada,1-10,Active,29
USR0087,User 87,user87@company.com,2024-01-02,Growth,Canada,201-500,Churned,0
USR0088,User 88,user88@company.com,2024-02-17,Growth,Canada,1-10,Active,79
USR0089,User 89,user89@company.com,2024-06-29,Growth,United States,11-50,Active,79
USR0090,User 90,user90@company.com,2024-02-01,Enterprise,Germany,201-500,Churned,0
USR0091,User 91,user91@company.com,2024-02-25,Growth,United States,11-50,Active,79
USR0092,User 92,user92@company.com,2024-04-10,Trial,United States,11-50,Churned,0
USR0093,User 93,user93@company.com,2024-01-08,Trial,United States,51-200,Active,0
USR0094,User 94,user94@company.com,2024-03-02,Growth,Canada,51-200,Active,79
USR0095,User 95,user95@company.com,2024-06-30,Starter,United States,51-200,Active,29
USR0096,User 96,user96@company.com,2024-04-12,Starter,United States,1-10,Active,29
USR0097,User 97,user97@company.com,2024-06-08,Starter,United States,11-50,Churned,0
USR0098,User 98,user98@company.com,2024-05-14,Enterprise,United States,201-500,Churned,0
USR0099,User 99,user99@company.com,2024-05-26,Starter,United States,11-50,Churned,0
USR0100,User 100,user100@company.com,2024-06-27,Trial,United States,1-10,Active,0
USR0101,User 101,user101@company.com,2024-03-09,Starter,United Kingdom,51-200,Active,29
USR0102,User 102,user102@company.com,2024-04-26,Growth,United Kingdom,11-50,Active,79
USR0103,User 103,user103@company.com,2024-04-02,Enterprise,United States,51-200,Churned,0
USR0104,User 104,user104@company.com,2024-02-29,Starter,Canada,500+,Active,29
USR0105,User 105,user105@company.com,2024-03-15,Trial,United States,11-50,Churned,0
USR0106,User 106,user106@company.com,2024-01-20,Enterprise,United States,51-200,Active,199
USR0107,User 107,user107@company.com,2024-03-17,Trial,United States,1-10,Churned,0
USR0108,User 108,user108@company.com,2024-02-21,Enterprise,United States,11-50,Active,199
USR0109,User 109,user109@company.com,2024-02-01,Growth,United States,51-200,Active,79
USR0110,User 110,user110@company.com,2024-06-19,Trial,Canada,11-50,Churned,0
USR0111,User 111,user111@company.com,2024-03-20,Starter,United Kingdom,1-10,Active,29
USR0112,User 112,user112@company.com,2024-02-26,Trial,United Kingdom,11-50,Churned,0
USR0113,User 113,user113@company.com,2024-06-18,Enterprise,United Kingdom,11-50,Active,199
USR0114,User 114,user114@company.com,2024-01-11,Enterprise,Germany,11-50,Active,199
USR0115,User 115,user115@company.com,2024-03-14,Enterprise,United States,51-200,Active,199
USR0116,User 116,user116@company.com,2024-05-11,Starter,Canada,51-200,Active,29
USR0117,User 117,user117@company.com,2024-05-30,Trial,Canada,11-50,Churned,0
USR0118,User 118,user118@company.com,2024-04-21,Starter,Germany,201-500,Converted,29
USR0119,User 119,user119@company.com,2024-01-24,Growth,United States,11-50,Active,79
USR0120,User 120,user120@company.com,2024-04-29,Starter,Australia,51-200,Active,29
USR0121,User 121,user121@company.com,2024-04-04,Starter,United States,11-50,Churned,0
USR0122,User 122,user122@company.com,2024-04-18,Starter,United States,11-50,Active,29
USR0123,User 123,user123@company.com,2024-01-26,Growth,United Kingdom,51-200,Churned,0
USR0124,User 124,user124@company.com,2024-02-04,Growth,United Kingdom,201-500,Active,79
USR0125,User 125,user125@company.com,2024-02-03,Enterprise,Canada,11-50,Active,199
USR0126,User 126,user126@company.com,2024-06-25,Starter,United States,1-10,Active,29
USR0127,User 127,user127@company.com,2024-01-14,Enterprise,Canada,11-50,Active,199
USR0128,User 128,user128@company.com,2024-04-30,Starter,United States,11-50,Active,29
USR0129,User 129,user129@company.com,2024-02-10,Starter,United States,11-50,Active,29
USR0130,User 130,user130@company.com,2024-02-14,Starter,United States,500+,Churned,0
USR0131,User 131,user131@company.com,2024-04-07,Enterprise,United States,1-10,Active,199
USR0132,User 132,user132@company.com,2024-05-02,Starter,United States,201-500,Active,29
USR0133,User 133,user133@company.com,2024-03-22,Starter,Canada,201-500,Active,29
USR0134,User 134,user134@company.com,2024-04-22,Enterprise,Germany,11-50,Active,199
USR0135,User 135,user135@company.com,2024-01-02,Starter,United States,11-50,Converted,29
USR0136,User 136,user136@company.com,2024-05-26,Enterprise,United States,11-50,Active,199
USR0137,User 137,user137@company.com,2024-01-28,Starter,United Kingdom,1-10,Active,29
USR0138,User 138,user138@company.com,2024-02-04,Growth,United States,1-10,Active,79
USR0139,User 139,user139@company.com,2024-02-10,Enterprise,United States,51-200,Active,199
USR0140,User 140,user140@company.com,2024-01-14,Starter,United States,1-10,Active,29
USR0141,User 141,user141@company.com,2024-06-23,Enterprise,United Kingdom,51-200,Active,199
USR0142,User 142,user142@company.com,2024-06-10,Trial,United States,1-10,Churned,0
USR0143,User 143,user143@company.com,2024-03-25,Trial,Canada,1-10,Active,0
USR0144,User 144,user144@company.com,2024-01-01,Starter,United States,1-10,Converted,29
USR0145,User 145,user145@company.com,2024-05-04,Trial,United States,51-200,Active,0
USR0146,User 146,user146@company.com,2024-06-10,Enterprise,Canada,1-10,Active,199
USR0147,User 147,user147@company.com,2024-03-06,Starter,Germany,51-200,Active,29
USR0148,User 148,user148@company.com,2024-04-29,Starter,United States,1-10,Active,29
USR0149,User 149,user149@company.com,2024-01-17,Enterprise,Germany,201-500,Active,199
USR0150,User 150,user150@company.com,2024-05-18,Starter,United States,11-50,Active,29
USR0151,User 151,user151@company.com,2024-05-15,Starter,Germany,11-50,Active,29
USR0152,User 152,user152@company.com,2024-02-15,Starter,Germany,51-200,Active,29
USR0153,User 153,user153@company.com,2024-05-27,Starter,Germany,1-10,Active,29
USR0154,User 154,user154@company.com,2024-05-27,Starter,Canada,1-10,Churned,0
USR0155,User 155,user155@company.com,2024-06-09,Starter,United Kingdom,201-500,Active,29
USR0156,User 156,user156@company.com,2024-05-24,Growth,United Kingdom,1-10,Active,79
USR0157,User 157,user157@company.com,2024-02-02,Trial,United States,51-200,Churned,0
USR0158,User 158,user158@company.com,2024-04-29,Enterprise,United States,51-200,Active,199
USR0159,User 159,user159@company.com,2024-06-01,Growth,United Kingdom,11-50,Active,79
USR0160,User 160,user160@company.com,2024-06-15,Enterprise,United Kingdom,201-500,Active,199
USR0161,User 161,user161@company.com,2024-06-09,Starter,Germany,11-50,Active,29
USR0162,User 162,user162@company.com,2024-03-07,Starter,United Kingdom,51-200,Active,29
USR0163,User 163,user163@company.com,2024-01-15,Starter,Germany,51-200,Churned,0
USR0164,User 164,user164@company.com,2024-05-09,Starter,United States,1-10,Active,29
USR0165,User 165,user165@company.com,2024-03-12,Starter,United Kingdom,11-50,Active,29
USR0166,User 166,user166@company.com,2024-02-16,Growth,Canada,1-10,Churned,0
USR0167,User 167,user167@company.com,2024-03-31,Growth,United States,11-50,Churned,0
USR0168,User 168,user168@company.com,2024-06-04,Enterprise,Canada,201-500,Active,199
USR0169,User 169,user169@company.com,2024-04-21,Growth,United States,201-500,Active,79
USR0170,User 170,user170@company.com,2024-01-22,Enterprise,United States,11-50,Churned,0
USR0171,User 171,user171@company.com,2024-05-21,Starter,Canada,500+,Active,29
USR0172,User 172,user172@company.com,2024-03-01,Trial,Australia,201-500,Active,0
USR0173,User 173,user173@company.com,2024-06-22,Growth,United Kingdom,201-500,Active,79
USR0174,User 174,user174@company.com,2024-04-24,Starter,Germany,11-50,Active,29
USR0175,User 175,user175@company.com,2024-02-27,Starter,Canada,1-10,Active,29
USR0176,User 176,user176@company.com,2024-06-08,Starter,United States,51-200,Active,29
USR0177,User 177,user177@company.com,2024-05-07,Starter,Canada,11-50,Active,29
USR0178,User 178,user178@company.com,2024-03-16,Growth,United States,51-200,Active,79
USR0179,User 179,user179@company.com,2024-06-17,Starter,United States,11-50,Churned,0
USR0180,User 180,user180@company.com,2024-03-01,Growth,United States,1-10,Active,79
USR0181,User 181,user181@company.com,2024-01-01,Growth,Germany,11-50,Active,79
USR0182,User 182,user182@company.com,2024-02-27,Enterprise,United States,1-10,Active,199
USR0183,User 183,user183@company.com,2024-03-23,Enterprise,Australia,1-10,Active,199
USR0184,User 184,user184@company.com,2024-03-04,Trial,United States,1-10,Active,0
USR0185,User 185,user185@company.com,2024-02-10,Growth,Germany,51-200,Churned,0
USR0186,User 186,user186@company.com,2024-02-19,Growth,United States,51-200,Churned,0
USR0187,User 187,user187@company.com,2024-06-19,Starter,United Kingdom,51-200,Churned,0
USR0188,User 188,user188@company.com,2024-01-25,Starter,Australia,11-50,Churned,0
USR0189,User 189,user189@company.com,2024-04-05,Starter,United States,51-200,Churned,0
USR0190,User 190,user190@company.com,2024-04-14,Starter,Australia,500+,Converted,29
USR0191,User 191,user191@company.com,2024-05-18,Growth,Germany,11-50,Active,79
USR0192,User 192,user192@company.com,2024-01-08,Trial,United States,11-50,Active,0
USR0193,User 193,user193@company.com,2024-01-12,Trial,United States,1-10,Active,0
USR0194,User 194,user194@company.com,2024-02-21,Starter,United States,51-200,Active,29
USR0195,User 195,user195@company.com,2024-02-01,Starter,Canada,11-50,Converted,29
USR0196,User 196,user196@company.com,2024-03-27,Growth,United Kingdom,11-50,Churned,0
USR0197,User 197,user197@company.com,2024-06-28,Trial,Canada,1-10,Churned,0
USR0198,User 198,user198@company.com,2024-05-15,Enterprise,United States,1-10,Active,199
USR0199,User 199,user199@company.com,2024-06-03,Growth,United States,201-500,Active,79
USR0200,User 200,user200@company.com,2024-01-22,Trial,United Kingdom,201-500,Churned,0
USR0201,User 201,user201@company.com,2024-03-01,Starter,Canada,201-500,Active,29
USR0202,User 202,user202@company.com,2024-03-26,Growth,United States,11-50,Active,79
USR0203,User 203,user203@company.com,2024-01-03,Enterprise,Germany,1-10,Active,199
USR0204,User 204,user204@company.com,2024-02-20,Starter,United Kingdom,1-10,Active,29
USR0205,User 205,user205@company.com,2024-06-15,Enterprise,Germany,51-200,Active,199
USR0206,User 206,user206@company.com,2024-04-18,Enterprise,United Kingdom,11-50,Churned,0
USR0207,User 207,user207@company.com,2024-02-05,Starter,United States,51-200,Active,29
USR0208,User 208,user208@company.com,2024-04-10,Growth,United Kingdom,11-50,Active,79
USR0209,User 209,user209@company.com,2024-04-07,Growth,Canada,11-50,Active,79
USR0210,User 210,user210@company.com,2024-04-05,Growth,Germany,11-50,Active,79
USR0211,User 211,user211@company.com,2024-01-01,Growth,United States,51-200,Converted,79
USR0212,User 212,user212@company.com,2024-02-11,Trial,United States,1-10,Churned,0
USR0213,User 213,user213@company.com,2024-05-23,Trial,United Kingdom,11-50,Churned,0
USR0214,User 214,user214@company.com,2024-06-16,Growth,Australia,51-200,Active,79
USR0215,User 215,user215@company.com,2024-05-21,Growth,United States,1-10,Active,79
USR0216,User 216,user216@company.com,2024-05-22,Growth,United States,201-500,Converted,79
USR0217,User 217,user217@company.com,2024-06-27,Enterprise,Australia,51-200,Active,199
USR0218,User 218,user218@company.com,2024-02-13,Enterprise,United Kingdom,51-200,Active,199
USR0219,User 219,user219@company.com,2024-06-23,Starter,United States,11-50,Active,29
USR0220,User 220,user220@company.com,2024-01-28,Starter,Germany,500+,Active,29
USR0221,User 221,user221@company.com,2024-01-08,Starter,Canada,51-200,Active,29
USR0222,User 222,user222@company.com,2024-05-12,Growth,United States,1-10,Active,79
USR0223,User 223,user223@company.com,2024-03-18,Starter,United States,201-500,Churned,0
USR0224,User 224,user224@company.com,2024-01-18,Trial,United States,1-10,Active,0
USR0225,User 225,user225@company.com,2024-03-21,Starter,Canada,51-200,Churned,0
USR0226,User 226,user226@company.com,2024-05-09,Growth,United Kingdom,11-50,Active,79
USR0227,User 227,user227@company.com,2024-04-08,Growth,Canada,201-500,Churned,0
USR0228,User 228,user228@company.com,2024-03-03,Starter,United States,500+,Active,29
USR0229,User 229,user229@company.com,2024-05-11,Starter,United States,1-10,Active,29
USR0230,User 230,user230@company.com,2024-05-06,Starter,United States,1-10,Churned,0
USR0231,User 231,user231@company.com,2024-01-16,Starter,United Kingdom,500+,Active,29
USR0232,User 232,user232@company.com,2024-01-01,Growth,United Kingdom,1-10,Active,79
USR0233,User 233,user233@company.com,2024-06-28,Starter,Canada,201-500,Churned,0
USR0234,User 234,user234@company.com,2024-01-22,Starter,United Kingdom,51-200,Active,29
USR0235,User 235,user235@company.com,2024-04-16,Growth,United Kingdom,1-10,Active,79
USR0236,User 236,user236@company.com,2024-05-22,Trial,United States,51-200,Churned,0
USR0237,User 237,user237@company.com,2024-04-01,Growth,United States,11-50,Active,79
USR0238,User 238,user238@company.com,2024-01-28,Starter,United States,1-10,Active,29
USR0239,User 239,user239@company.com,2024-02-27,Starter,United States,11-50,Active,29
USR0240,User 240,user240@company.com,2024-05-23,Enterprise,United States,11-50,Active,199
USR0241,User 241,user241@company.com,2024-03-15,Enterprise,United States,51-200,Churned,0
USR0242,User 242,user242@company.com,2024-02-29,Growth,United States,1-10,Active,79
USR0243,User 243,user243@company.com,2024-03-20,Starter,Australia,51-200,Active,29
USR0244,User 244,user244@company.com,2024-02-28,Starter,United States,1-10,Active,29
USR0245,User 245,user245@company.com,2024-01-25,Trial,United States,1-10,Churned,0
USR0246,User 246,user246@company.com,2024-04-28,Enterprise,United Kingdom,201-500,Active,199
USR0247,User 247,user247@company.com,2024-03-21,Growth,United States,1-10,Churned,0
USR0248,User 248,user248@company.com,2024-04-14,Trial,United Kingdom,51-200,Active,0
USR0249,User 249,user249@company.com,2024-06-21,Enterprise,United States,11-50,Active,199
USR0250,User 250,user250@company.com,2024-02-11,Starter,Canada,1-10,Churned,0
USR0251,User 251,user251@company.com,2024-03-19,Trial,Canada,201-500,Active,0
USR0252,User 252,user252@company.com,2024-06-02,Growth,United States,51-200,Active,79
USR0253,User 253,user253@company.com,2024-04-09,Enterprise,United States,11-50,Active,199
USR0254,User 254,user254@company.com,2024-03-04,Trial,Canada,11-50,Churned,0
USR0255,User 255,user255@company.com,2024-01-06,Starter,United Kingdom,11-50,Churned,0
USR0256,User 256,user256@company.com,2024-05-06,Enterprise,United Kingdom,11-50,Active,199
USR0257,User 257,user257@company.com,2024-01-28,Starter,Germany,201-500,Active,29
USR0258,User 258,user258@company.com,2024-01-09,Trial,United States,11-50,Active,0
USR0259,User 259,user259@company.com,2024-01-27,Growth,United States,1-10,Active,79
USR0260,User 260,user260@company.com,2024-04-09,Growth,United States,11-50,Active,79
USR0261,User 261,user261@company.com,2024-06-23,Growth,United Kingdom,1-10,Churned,0
USR0262,User 262,user262@company.com,2024-02-11,Starter,United States,1-10,Active,29
USR0263,User 263,user263@company.com,2024-06-29,Enterprise,United States,1-10,Churned,0
USR0264,User 264,user264@company.com,2024-03-16,Starter,Canada,1-10,Active,29
USR0265,User 265,user265@company.com,2024-02-18,Growth,Australia,11-50,Active,79
USR0266,User 266,user266@company.com,2024-03-17,Enterprise,United States,1-10,Active,199
USR0267,User 267,user267@company.com,2024-01-13,Starter,Germany,201-500,Active,29
USR0268,User 268,user268@company.com,2024-01-02,Starter,United States,11-50,Churned,0
USR0269,User 269,user269@company.com,2024-01-19,Trial,Germany,51-200,Active,0
USR0270,User 270,user270@company.com,2024-05-29,Trial,United Kingdom,11-50,Active,0
USR0271,User 271,user271@company.com,2024-03-08,Enterprise,United Kingdom,11-50,Churned,0
USR0272,User 272,user272@company.com,2024-01-11,Starter,United States,11-50,Active,29
USR0273,User 273,user273@company.com,2024-03-01,Enterprise,Canada,11-50,Active,199
USR0274,User 274,user274@company.com,2024-04-24,Growth,United States,11-50,Active,79
USR0275,User 275,user275@company.com,2024-06-22,Enterprise,United States,11-50,Active,199
USR0276,User 276,user276@company.com,2024-03-10,Enterprise,Canada,11-50,Active,199
USR0277,User 277,user277@company.com,2024-03-03,Trial,United Kingdom,201-500,Active,0
USR0278,User 278,user278@company.com,2024-02-25,Starter,Germany,1-10,Active,29
USR0279,User 279,user279@company.com,2024-04-07,Starter,Canada,51-200,Active,29
USR0280,User 280,user280@company.com,2024-01-12,Growth,Australia,51-200,Active,79
USR0281,User 281,user281@company.com,2024-02-23,Enterprise,United States,51-200,Active,199
USR0282,User 282,user282@company.com,2024-06-05,Growth,United States,1-10,Active,79
USR0283,User 283,user283@company.com,2024-06-01,Starter,Canada,201-500,Churned,0
USR0284,User 284,user284@company.com,2024-01-15,Starter,United States,201-500,Churned,0
USR0285,User 285,user285@company.com,2024-06-09,Growth,United States,1-10,Active,79
USR0286,User 286,user286@company.com,2024-05-18,Growth,United Kingdom,11-50,Active,79
USR0287,User 287,user287@company.com,2024-06-23,Starter,United Kingdom,201-500,Active,29
USR0288,User 288,user288@company.com,2024-06-23,Growth,United States,1-10,Churned,0
USR0289,User 289,user289@company.com,2024-01-21,Growth,United States,1-10,Active,79
USR0290,User 290,user290@company.com,2024-06-19,Starter,Canada,51-200,Active,29
USR0291,User 291,user291@company.com,2024-02-10,Starter,United States,11-50,Churned,0
USR0292,User 292,user292@company.com,2024-04-28,Starter,United States,1-10,Active,29
USR0293,User 293,user293@company.com,2024-06-01,Starter,United Kingdom,11-50,Active,29
USR0294,User 294,user294@company.com,2024-04-11,Starter,Germany,11-50,Active,29
USR0295,User 295,user295@company.com,2024-03-02,Starter,United Kingdom,11-50,Active,29
USR0296,User 296,user296@company.com,2024-04-30,Starter,United States,11-50,Active,29
USR0297,User 297,user297@company.com,2024-04-04,Starter,Germany,1-10,Active,29
USR0298,User 298,user298@company.com,2024-03-23,Growth,United Kingdom,1-10,Active,79
USR0299,User 299,user299@company.com,2024-03-10,Growth,Australia,1-10,Active,79
USR0300,User 300,user300@company.com,2024-02-24,Trial,Canada,201-500,Active,0
USR0301,User 301,user301@company.com,2024-04-27,Starter,United Kingdom,1-10,Active,29
USR0302,User 302,user302@company.com,2024-01-26,Starter,United States,1-10,Converted,29
USR0303,User 303,user303@company.com,2024-01-23,Starter,United States,11-50,Churned,0
USR0304,User 304,user304@company.com,2024-04-25,Growth,United States,1-10,Churned,0
USR0305,User 305,user305@company.com,2024-06-05,Trial,United Kingdom,51-200,Active,0
USR0306,User 306,user306@company.com,2024-06-20,Growth,Australia,11-50,Active,79
USR0307,User 307,user307@company.com,2024-04-19,Growth,United States,11-50,Active,79
USR0308,User 308,user308@company.com,2024-05-22,Trial,Australia,51-200,Active,0
USR0309,User 309,user309@company.com,2024-03-25,Starter,United Kingdom,51-200,Active,29
USR0310,User 310,user310@company.com,2024-05-22,Starter,Canada,51-200,Active,29
USR0311,User 311,user311@company.com,2024-05-24,Growth,United Kingdom,201-500,Active,79
USR0312,User 312,user312@company.com,2024-03-14,Enterprise,United States,201-500,Active,199
USR0313,User 313,user313@company.com,2024-02-03,Starter,United States,11-50,Active,29
USR0314,User 314,user314@company.com,2024-04-08,Starter,Canada,201-500,Active,29
USR0315,User 315,user315@company.com,2024-04-25,Growth,Germany,11-50,Active,79
USR0316,User 316,user316@company.com,2024-04-21,Trial,United States,11-50,Active,0
USR0317,User 317,user317@company.com,2024-03-23,Growth,Australia,51-200,Active,79
USR0318,User 318,user318@company.com,2024-04-14,Starter,United States,11-50,Active,29
USR0319,User 319,user319@company.com,2024-02-18,Enterprise,United States,1-10,Active,199
USR0320,User 320,user320@company.com,2024-04-27,Enterprise,United States,1-10,Active,199
USR0321,User 321,user321@company.com,2024-06-14,Growth,United States,11-50,Active,79
USR0322,User 322,user322@company.com,2024-02-05,Starter,Germany,500+,Churned,0
USR0323,User 323,user323@company.com,2024-03-27,Starter,Germany,11-50,Churned,0
USR0324,User 324,user324@company.com,2024-04-29,Starter,Germany,1-10,Active,29
USR0325,User 325,user325@company.com,2024-03-05,Enterprise,United States,11-50,Active,199
USR0326,User 326,user326@company.com,2024-03-08,Starter,Australia,201-500,Active,29
USR0327,User 327,user327@company.com,2024-04-08,Starter,United States,51-200,Active,29
USR0328,User 328,user328@company.com,2024-04-21,Growth,United Kingdom,1-10,Churned,0
USR0329,User 329,user329@company.com,2024-06-11,Enterprise,Canada,1-10,Churned,0
USR0330,User 330,user330@company.com,2024-04-07,Growth,United Kingdom,51-200,Churned,0
USR0331,User 331,user331@company.com,2024-04-18,Starter,United States,1-10,Active,29
USR0332,User 332,user332@company.com,2024-02-22,Enterprise,United States,1-10,Active,199
USR0333,User 333,user333@company.com,2024-06-07,Growth,Germany,1-10,Active,79
USR0334,User 334,user334@company.com,2024-02-19,Enterprise,United States,51-200,Active,199
USR0335,User 335,user335@company.com,2024-02-15,Growth,Australia,51-200,Churned,0
USR0336,User 336,user336@company.com,2024-06-06,Starter,United States,11-50,Converted,29
USR0337,User 337,user337@company.com,2024-02-04,Starter,United Kingdom,11-50,Churned,0
USR0338,User 338,user338@company.com,2024-04-04,Growth,United Kingdom,11-50,Active,79
USR0339,User 339,user339@company.com,2024-05-04,Enterprise,United States,11-50,Active,199
USR0340,User 340,user340@company.com,2024-01-11,Trial,Canada,11-50,Active,0
USR0341,User 341,user341@company.com,2024-04-10,Starter,United States,11-50,Churned,0
USR0342,User 342,user342@company.com,2024-06-24,Growth,United States,11-50,Active,79
